H,R_analytic,R_byte,R_reserve,R_reserve_total,accepted,blocks,ctx,draft,invalid,kind,new_tokens,rejected,req
0,0.0006968641114982578,0.0,,,3,,4305,3,0,spec,,0,cmpl-bench-a2796d5e-0-0-a061f883
0,0.0006963788300835655,0.00023212627669452182,,,2,,4308,3,0,spec,,1,cmpl-bench-a2796d5e-0-0-a061f883
0,0.000696217219772569,0.000696217219772569,,,0,,4309,3,0,spec,,3,cmpl-bench-a2796d5e-0-0-a061f883
0,0.0006958942240779402,0.00046392948271862676,,,1,,4311,3,0,spec,,2,cmpl-bench-a2796d5e-0-0-a061f883
0,0.0006952491309385864,0.0,,,3,,4315,3,0,spec,,0,cmpl-bench-a2796d5e-0-0-a061f883
0,0.0006949270326615705,0.000463284688441047,,,1,,4317,3,0,spec,,2,cmpl-bench-a2796d5e-0-0-a061f883
0,0.0006947660954145438,0.0006947660954145438,,,0,,4318,3,0,spec,,3,cmpl-bench-a2796d5e-0-0-a061f883
0,0.0006944444444444445,0.000462962962962963,,,1,,4320,3,0,spec,,2,cmpl-bench-a2796d5e-0-0-a061f883
0,0.0006941230911614993,0.00046274872744099955,,,1,,4322,3,0,spec,,2,cmpl-bench-a2796d5e-0-0-a061f883
0,0.0006938020351526364,0.00046253469010175765,,,1,,4324,3,0,spec,,2,cmpl-bench-a2796d5e-0-0-a061f883
0,0.0006931608133086876,0.0,,,3,,4328,3,0,spec,,0,cmpl-bench-a2796d5e-0-0-a061f883
0,0.000693000693000693,0.000693000693000693,,,0,,4329,3,0,spec,,3,cmpl-bench-a2796d5e-0-0-a061f883
0,0.0006925207756232687,0.00023084025854108956,,,2,,4332,3,0,spec,,1,cmpl-bench-a2796d5e-0-0-a061f883
0,0.0006918819188191881,0.0,,,3,,4336,3,0,spec,,0,cmpl-bench-a2796d5e-0-0-a061f883
0,0.0006915629322268327,0.0004610419548178884,,,1,,4338,3,0,spec,,2,cmpl-bench-a2796d5e-0-0-a061f883
0,0.0006914035492048859,0.0006914035492048859,,,0,,4339,3,0,spec,,3,cmpl-bench-a2796d5e-0-0-a061f883
0,0.0006912442396313364,0.0006912442396313364,,,0,,4340,3,0,spec,,3,cmpl-bench-a2796d5e-0-0-a061f883
0,0.0006909258406264394,0.00046061722708429296,,,1,,4342,3,0,spec,,2,cmpl-bench-a2796d5e-0-0-a061f883
0,0.0006906077348066298,0.00046040515653775324,,,1,,4344,3,0,spec,,2,cmpl-bench-a2796d5e-0-0-a061f883
0,0.0006901311249137336,0.00023004370830457787,,,2,,4347,3,0,spec,,1,cmpl-bench-a2796d5e-0-0-a061f883
0,0.000689496667432774,0.0,,,3,,4351,3,0,spec,,0,cmpl-bench-a2796d5e-0-0-a061f883
0,0.0006888633754305396,0.0,,,3,,4355,3,0,spec,,0,cmpl-bench-a2796d5e-0-0-a061f883
0,0.0006887052341597796,0.0006887052341597796,,,0,,4356,3,0,spec,,3,cmpl-bench-a2796d5e-0-0-a061f883
0,0.0006880733944954129,0.0,,,3,,4360,3,0,spec,,0,cmpl-bench-a2796d5e-0-0-a061f883
0,0.000687442713107241,0.0,,,3,,4364,3,0,spec,,0,cmpl-bench-a2796d5e-0-0-a061f883
0,0.0007295719844357977,0.0,,,3,,4112,3,0,spec,,0,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007288629737609329,0.0,,,3,,4116,3,0,spec,,0,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007285089849441476,0.00048567265662943174,,,1,,4118,3,0,spec,,2,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.000727802037845706,0.0,,,3,,4122,3,0,spec,,0,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007276255154014067,0.0007276255154014067,,,0,,4123,3,0,spec,,3,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007272727272727272,0.00048484848484848484,,,1,,4125,3,0,spec,,2,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.000726920281075842,0.000484613520717228,,,1,,4127,3,0,spec,,2,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007265681763138775,0.0004843787842092516,,,1,,4129,3,0,spec,,2,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007260406582768635,0.0002420135527589545,,,2,,4132,3,0,spec,,1,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.000725689404934688,0.0004837929366231253,,,1,,4134,3,0,spec,,2,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007255139056831923,0.0007255139056831923,,,0,,4135,3,0,spec,,3,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007251631617113851,0.00048344210780759005,,,1,,4137,3,0,spec,,2,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007249879168680521,0.0007249879168680521,,,0,,4138,3,0,spec,,3,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007242877836793819,0.0,,,3,,4142,3,0,spec,,0,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.000723589001447178,0.0,,,3,,4146,3,0,spec,,0,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007230657989877079,0.00024102193299590263,,,2,,4149,3,0,spec,,1,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007223693715386468,0.0,,,3,,4153,3,0,spec,,0,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007216742843396681,0.0,,,3,,4157,3,0,spec,,0,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007209805335255948,0.0,,,3,,4161,3,0,spec,,0,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.000720634158059092,0.00048042277203939464,,,1,,4163,3,0,spec,,2,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007202881152460984,0.0004801920768307323,,,1,,4165,3,0,spec,,2,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007199424046076314,0.00047996160307175426,,,1,,4167,3,0,spec,,2,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007197696737044146,0.0007197696737044146,,,0,,4168,3,0,spec,,3,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007195970256656273,0.0007195970256656273,,,0,,4169,3,0,spec,,3,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007194244604316547,0.0007194244604316547,,,0,,4170,3,0,spec,,3,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007192519779429394,0.0007192519779429394,,,0,,4171,3,0,spec,,3,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007190795781399808,0.0007190795781399808,,,0,,4172,3,0,spec,,3,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007189072609633358,0.0007189072609633358,,,0,,4173,3,0,spec,,3,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.000718562874251497,0.00047904191616766467,,,1,,4175,3,0,spec,,2,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007178750897343862,0.0,,,3,,4179,3,0,spec,,0,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007177033492822966,0.0007177033492822966,,,0,,4180,3,0,spec,,3,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007175316909830184,0.0007175316909830184,,,0,,4181,3,0,spec,,3,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007173601147776184,0.0007173601147776184,,,0,,4182,3,0,spec,,3,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007171886206072197,0.0007171886206072197,,,0,,4183,3,0,spec,,3,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007170172084130019,0.0007170172084130019,,,0,,4184,3,0,spec,,3,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007168458781362007,0.0007168458781362007,,,0,,4185,3,0,spec,,3,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.000716674629718108,0.000716674629718108,,,0,,4186,3,0,spec,,3,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007165034631000717,0.0007165034631000717,,,0,,4187,3,0,spec,,3,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007163323782234957,0.0007163323782234957,,,0,,4188,3,0,spec,,3,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007161613750298401,0.0007161613750298401,,,0,,4189,3,0,spec,,3,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007158196134574087,0.0004772130756382725,,,1,,4191,3,0,spec,,2,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007156488549618321,0.0007156488549618321,,,0,,4192,3,0,spec,,3,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.000715307582260372,0.0004768717215069146,,,1,,4194,3,0,spec,,2,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007151370679380214,0.0007151370679380214,,,0,,4195,3,0,spec,,3,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007147962830593281,0.0004765308553728854,,,1,,4197,3,0,spec,,2,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007146260123868509,0.0007146260123868509,,,0,,4198,3,0,spec,,3,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007142857142857143,0.0004761904761904762,,,1,,4200,3,0,spec,,2,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007139457401237506,0.00047596382674916705,,,1,,4202,3,0,spec,,2,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007137758743754461,0.0007137758743754461,,,0,,4203,3,0,spec,,3,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007130972189208462,0.0,,,3,,4207,3,0,spec,,0,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007129277566539924,0.0007129277566539924,,,0,,4208,3,0,spec,,3,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007122507122507123,0.0,,,3,,4212,3,0,spec,,0,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007119126720455624,0.00047460844803037496,,,1,,4214,3,0,spec,,2,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007117437722419929,0.0007117437722419929,,,0,,4215,3,0,spec,,3,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007112375533428165,0.0002370791844476055,,,2,,4218,3,0,spec,,1,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.000711068973690448,0.000711068973690448,,,0,,4219,3,0,spec,,3,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007107320540156361,0.00047382136934375743,,,1,,4221,3,0,spec,,2,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007102272727272727,0.00023674242424242425,,,2,,4224,3,0,spec,,1,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007100591715976331,0.0007100591715976331,,,0,,4225,3,0,spec,,3,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007097232079489,0.0004731488052992666,,,1,,4227,3,0,spec,,2,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007095553453169347,0.0007095553453169347,,,0,,4228,3,0,spec,,3,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007088846880907373,0.0,,,3,,4232,3,0,spec,,0,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007087172218284905,0.0007087172218284905,,,0,,4233,3,0,spec,,3,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007083825265643448,0.0004722550177095632,,,1,,4235,3,0,spec,,2,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.000708215297450425,0.000708215297450425,,,0,,4236,3,0,spec,,3,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007078810759792355,0.00047192071731949034,,,1,,4238,3,0,spec,,2,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007073803348266918,0.0002357934449422306,,,2,,4241,3,0,spec,,1,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007067137809187279,0.0,,,3,,4245,3,0,spec,,0,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007062146892655367,0.00023540489642184556,,,2,,4248,3,0,spec,,1,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007058823529411765,0.00047058823529411766,,,1,,4250,3,0,spec,,2,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007052186177715092,0.0,,,3,,4254,3,0,spec,,0,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007050528789659225,0.0007050528789659225,,,0,,4255,3,0,spec,,3,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007045561296383278,0.00023485204321277596,,,2,,4258,3,0,spec,,1,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007040600797934757,0.0002346866932644919,,,2,,4261,3,0,spec,,1,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007035647279549719,0.00023452157598499062,,,2,,4264,3,0,spec,,1,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007033997655334115,0.0007033997655334115,,,0,,4265,3,0,spec,,3,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007030700726505742,0.00046871338176704945,,,1,,4267,3,0,spec,,2,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007024116132053383,0.0,,,3,,4271,3,0,spec,,0,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007022471910112359,0.0007022471910112359,,,0,,4272,3,0,spec,,3,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007020828457758015,0.0007020828457758015,,,0,,4273,3,0,spec,,3,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007015902712815715,0.00023386342376052386,,,2,,4276,3,0,spec,,1,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007009345794392523,0.0,,,3,,4280,3,0,spec,,0,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007006071929005138,0.00046707146193367583,,,1,,4282,3,0,spec,,2,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007004436142890498,0.0007004436142890498,,,0,,4283,3,0,spec,,3,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0007001166861143524,0.0004667444574095683,,,1,,4285,3,0,spec,,2,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0006994637444625787,0.0,,,3,,4289,3,0,spec,,0,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0006988120195667365,0.0,,,3,,4293,3,0,spec,,0,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0006986492780624127,0.0006986492780624127,,,0,,4294,3,0,spec,,3,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0006984866123399302,0.0006984866123399302,,,0,,4295,3,0,spec,,3,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0006983240223463687,0.0006983240223463687,,,0,,4296,3,0,spec,,3,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0006979990693345743,0.00046533271288971617,,,1,,4298,3,0,spec,,2,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0006976744186046512,0.00046511627906976747,,,1,,4300,3,0,spec,,2,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0006975122064636131,0.0006975122064636131,,,0,,4301,3,0,spec,,3,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0006970260223048327,0.00023234200743494423,,,2,,4304,3,0,spec,,1,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0006968641114982578,0.0006968641114982578,,,0,,4305,3,0,spec,,3,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0006967022758941013,0.0006967022758941013,,,0,,4306,3,0,spec,,3,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.000696217219772569,0.00023207240659085636,,,2,,4309,3,0,spec,,1,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0006955715279387897,0.0,,,3,,4313,3,0,spec,,0,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0006950880444856349,0.00023169601482854495,,,2,,4316,3,0,spec,,1,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0006947660954145438,0.0004631773969430292,,,1,,4318,3,0,spec,,2,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0006946052326927529,0.0006946052326927529,,,0,,4319,3,0,spec,,3,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0006944444444444445,0.0006944444444444445,,,0,,4320,3,0,spec,,3,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0006942837306179125,0.0006942837306179125,,,0,,4321,3,0,spec,,3,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0006938020351526364,0.00023126734505087883,,,2,,4324,3,0,spec,,1,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0006936416184971098,0.0006936416184971098,,,0,,4325,3,0,spec,,3,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0006933210076265311,0.00046221400508435407,,,1,,4327,3,0,spec,,2,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.000693000693000693,0.000462000462000462,,,1,,4329,3,0,spec,,2,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0006928406466512702,0.0006928406466512702,,,0,,4330,3,0,spec,,3,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0006923609508423724,0.00023078698361412417,,,2,,4333,3,0,spec,,1,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0006922011998154131,0.0006922011998154131,,,0,,4334,3,0,spec,,3,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0006918819188191881,0.00046125461254612545,,,1,,4336,3,0,spec,,2,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0006915629322268327,0.0004610419548178884,,,1,,4338,3,0,spec,,2,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0006912442396313364,0.0004608294930875576,,,1,,4340,3,0,spec,,2,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0006909258406264394,0.00046061722708429296,,,1,,4342,3,0,spec,,2,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0006902899217671422,0.0,,,3,,4346,3,0,spec,,0,cmpl-bench-a2796d5e-1-0-8d8daa83
0,0.0006901311249137336,0.0006901311249137336,,,0,,4347,3,0,spec,,3,cmpl-bench-a2796d5e-1-0-8d8daa83
